Id,Role,Gender,Age,Date of death,Age range,Num victims,Date,Day,Hr,Street Tipe,Street,Croos,Commune,Pos X,Pos Y,Victim,Accused,X coordinate,Y coordinate,Neighborhoods,Weekday
2021-0054,CONDUCTOR,MASCULINO,41,2021-06-22,41 -60,1,2021-06-22,22.0,14,CALLE,TABARE,EREZCANO,Commune 4,-58.42759813,-34.65463857,MOTO,CARGAS,103272.79484249,97185.20508662,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,Tuesday
2021-0055,PASAJERO_ACOMPAÑANTE,MASCULINO,47,2021-06-29,41 -60,1,2021-06-29,29.0,12,AVENIDA,CORRIENTES AV.,PUEYRREDON AV.,Commune 3,-58.40547222,-34.60456293,MOTO,CARGAS,105304.23090859,102739.35602688,BALVANERA - SAN CRISTOBAL,Tuesday
2021-0056,CICLISTA,MASCULINO,60,2021-07-09,61 -80,1,2021-07-09,9.0,23,AVENIDA,CORRALES,"MORENO, PERITO AV.",Commune 4,-58.42473018,-34.6500828,BICICLETA,AUTO,103535.8901202,97690.49979847,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,Friday
2021-0057,CONDUCTOR,MASCULINO,46,2021-07-10,41 -60,1,2021-07-10,10.0,23,AUTOPISTA,AUTOPISTA ARTURO ILLIA,,Commune 2,-58.39257023,-34.57563957,AUTO,OBJETO FIJO,106489.89755339,105947.16700228,RECOLETA,Saturday
2021-0058,PEATON,MASCULINO,24,2021-07-21,25 -40,1,2021-07-21,21.0,0,GRAL PAZ,"PAZ, GRAL. AV.",VEDIA,Commune 12,-58.48941042,-34.54596153,PEATON,AUTO,97603.26759351,109241.33811464,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,Wednesday
2021-0059,PASAJERO_ACOMPAÑANTE,FEMENINO,44,2021-07-22,41 -60,1,2021-07-22,22.0,1,AVENIDA,"GARAY, JUAN DE AV.",,Commune 3,-58.3964074,-34.62783085,AUTO,OBJETO FIJO,106134.0062659,100157.65420238,BALVANERA - SAN CRISTOBAL,Thursday
2021-0060,PEATON,FEMENINO,80,2021-07-22,80 -100,1,2021-07-22,22.0,12,AVENIDA,"SALGUERO, JERONIMO",RIVADAVIA AV.,Commune 5,-58.41971993,-34.6111224,PEATON,PASAJEROS,103997.04813615,102012.3413915,ALMAGRO - BOEDO,Thursday
2021-0061,PEATON,FEMENINO,55,2021-07-24,41 -60,1,2021-07-24,24.0,9,AVENIDA,"MORENO, PERITO AV.","ALCORTA, AMANCIO AV.",Commune 4,-58.40544588,-34.65012801,PEATON,CARGAS,105303.77662691,97684.64886839,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,Saturday
2021-0062,CONDUCTOR,MASCULINO,73,2021-07-27,61 -80,1,2021-07-27,27.0,7,AVENIDA,LA PLATA AV.,,Commune 4,-58.42003882,-34.64645957,AUTO,CARGAS,103966.14093695,98092.26779856,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,Tuesday
2021-0063,PASAJERO_ACOMPAÑANTE,FEMENINO,31,2021-08-02,25 -40,1,2021-08-02,2.0,4,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",,Commune 7,-58.46851293,-34.63348678,AUTO,AUTO,99521.99764944,99532.20302798,FLORES - PARQUE CHACABUCO,Monday
2021-0064,PEATON,MASCULINO,37,2021-08-03,25 -40,1,2021-08-02,2.0,20,GRAL PAZ,"PAZ, GRAL. AV.",TONELERO,Commune 9,-58.52931141,-34.65422917,PEATON,CARGAS,93948.70282497,97229.16264548,LINIERS - MATADEROS - PARQUE AVELLANEDA,Monday
2021-0065,PEATON,FEMENINO,63,2021-08-10,61 -80,1,2021-08-06,6.0,8,AVENIDA,SAN JUAN AV.,LA PLATA AV.,Commune 6,-58.42675754,-34.6269973,PEATON,PASAJEROS,103350.94520286,100251.53397151,CABALLITO,Friday
2021-0066,PEATON,MASCULINO,59,2021-08-09,41 -60,1,2021-08-06,6.0,20,AVENIDA,LOPE DE VEGA AV.,"PAZ, GRAL. AV.",Commune 11,-58.52933723,-34.61098186,PEATON,PASAJEROS,93943.16495967,102026.75338495,VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA,Friday
2021-0067,CONDUCTOR,MASCULINO,27,2021-08-08,25 -40,1,2021-08-08,8.0,9,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,,Commune 1,-58.37910943,-34.62764718,MOTO,OBJETO FIJO,107720.23994349,100176.85080944,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Sunday
2021-0068,CONDUCTOR,MASCULINO,39,2021-08-15,25 -40,1,2021-08-15,15.0,6,AVENIDA,"BEIRO, FRANCISCO AV.",,Commune 11,-58.52161176,-34.61164474,MOTO,OBJETO FIJO,94651.77324467,101953.6586225,VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA,Sunday
2021-0069,PEATON,MASCULINO,17,2021-08-21,0 -24,1,2021-08-20,20.0,17,AVENIDA,SANTA FE AV.,,Commune 14,-58.41354692,-34.5869768,PEATON,AUTO,104564.52859898,104690.63252497,PALERMO,Friday
2021-0070,CONDUCTOR,MASCULINO,31,2021-08-28,25 -40,1,2021-08-28,28.0,8,AVENIDA,"CHILAVERT, MARTINIANO, CORONEL",VARELA AV.,Commune 8,-58.43960781,-34.65470804,MOTO,CARGAS,102171.86474787,97177.81588434,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,Saturday
2021-0071,PEATON,MASCULINO,88,2021-09-01,80 -100,1,2021-08-31,31.0,16,CALLE,SAN LUIS,,Commune 3,-58.4045461,-34.60003693,PEATON,MOTO,105389.46943359,103241.39184079,BALVANERA - SAN CRISTOBAL,Tuesday
2021-0072,PEATON,FEMENINO,57,2021-09-01,41 -60,1,2021-09-01,1.0,19,AVENIDA,CALLAO AV.,PARAGUAY,Commune 2,-58.39303911,-34.59871111,PEATON,AUTO,106445.10866138,103387.80115442,RECOLETA,Wednesday
2021-0073,CICLISTA,FEMENINO,76,2021-09-18,61 -80,1,2021-09-18,18.0,12,AVENIDA,DEL LIBERTADOR AV.,"AGOTE, LUIS DR.",Commune 2,-58.39391034,-34.58405348,BICICLETA,AUTO,106366.2976627,105013.8729899,RECOLETA,Saturday
2021-0074,CONDUCTOR,MASCULINO,55,2021-09-20,41 -60,1,2021-09-20,20.0,15,GRAL PAZ,"PAZ, GRAL. AV.","BALBIN, RICARDO, DR. AV.",Commune 12,-58.5007381,-34.5497951,MOTO,MULTIPLE,96563.66494817,108815.73881056,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,Monday
2021-0075,PEATON,MASCULINO,65,2021-09-21,61 -80,1,2021-09-21,21.0,14,CALLE,SALTA,BRASIL,Commune 1,-58.38281301,-34.62786038,PEATON,CARGAS,107380.60401316,100153.47427104,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Tuesday
2021-0076,CONDUCTOR,MASCULINO,31,2021-10-16,25 -40,1,2021-10-16,16.0,6,AVENIDA,"MORENO, PERITO AV.",,Commune 7,-58.43980799,-34.65094083,MOTO,OBJETO FIJO,102153.60977503,97595.73281258,FLORES - PARQUE CHACABUCO,Saturday
2021-0077,CONDUCTOR,FEMENINO,31,2021-10-18,25 -40,1,2021-10-18,18.0,7,AVENIDA,DIRECTORIO AV.,,Commune 6,-58.44402387,-34.62933109,MOTO,CARGAS,101767.56647933,99993.06655411,CABALLITO,Monday
2021-0078,CONDUCTOR,MASCULINO,22,2021-10-23,0 -24,1,2021-10-23,23.0,6,AVENIDA,INDEPENDENCIA AV.,LA PLATA AV.,Commune 6,-58.42779702,-34.62207347,MOTO,PASAJEROS,103255.8131565,100797.78656418,CABALLITO,Saturday
2021-0079,PEATON,MASCULINO,0,2021-10-25,0 -24,1,2021-10-25,25.0,3,CALLE,TUCUMAN,,Commune 3,-58.40944147,-34.60097942,PEATON,AUTO,104940.36054625,103137.08602294,BALVANERA - SAN CRISTOBAL,Monday
2021-0080,CONDUCTOR,MASCULINO,32,2021-10-28,25 -40,1,2021-10-28,28.0,16,AVENIDA,ARENALES,9 DE JULIO AV.,Commune 1,-58.38277479,-34.5943016,MOTO,AUTO,107387.05825032,103876.26437289,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Thursday
2021-0081,CONDUCTOR,MASCULINO,26,2021-11-02,25 -40,1,2021-11-02,2.0,13,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,,Commune 4,-58.37627355,-34.63800916,MOTO,CARGAS,107979.30419282,99027.13636949,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,Tuesday
2021-0082,CONDUCTOR,MASCULINO,38,2021-11-06,25 -40,1,2021-11-06,6.0,4,AUTOPISTA,AUTOPISTA 25 DE MAYO,,Commune 3,-58.39591856,-34.62453459,MOTO,AUTO,106179.07517962,100523.29161457,BALVANERA - SAN CRISTOBAL,Saturday
2021-0083,CONDUCTOR,MASCULINO,30,2021-11-09,25 -40,1,2021-11-09,9.0,0,AVENIDA,CABILDO AV.,OLAZABAL,Commune 13,-58.45829717,-34.56015762,MOTO,AUTO,100459.06991201,107666.84775309,BELGRANO - COLEGIALES - NUÃ‘EZ,Tuesday
2021-0084,CONDUCTOR,MASCULINO,32,2021-11-11,25 -40,1,2021-11-11,11.0,3,AVENIDA,TAPALQUE,BRUIX AV.,Commune 9,-58.49142611,-34.64584795,AUTO,OBJETO FIJO,97421.40293646,98160.56984338,LINIERS - MATADEROS - PARQUE AVELLANEDA,Thursday
2021-0097,CICLISTA,MASCULINO,53,2021-11-19,41 -60,1,2021-11-18,18.0,6,CALLE,PADRE CARLOS MUJICA,,Commune 1,-58.37976155,-34.58679619,BICICLETA,AUTO,107664.16647795,104708.63962087,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Thursday
2021-0085,CONDUCTOR,MASCULINO,49,2021-11-20,41 -60,1,2021-11-20,20.0,18,GRAL PAZ,"PAZ, GRAL. AV.",EZEIZA,Commune 12,-58.51271409,-34.57786555,MOTO,OBJETO FIJO,95465.98721454,105701.33171467,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,Saturday
2021-0086,PEATON,MASCULINO,75,2021-11-25,61 -80,1,2021-11-25,25.0,10,AVENIDA,RIVADAVIA AV.,PUAN,Commune 6,-58.44864864,-34.62352826,PEATON,PASAJEROS,101343.57441195,100636.86479169,CABALLITO,Thursday
2021-0087,PEATON,FEMENINO,73,2021-11-27,61 -80,1,2021-11-27,27.0,11,CALLE,ESMERALDA,,Commune 1,-58.37795815,-34.59167894,PEATON,BICICLETA,107829.16426745,104166.84427133,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Saturday
2021-0088,CONDUCTOR,MASCULINO,45,2021-12-07,41 -60,1,2021-12-01,1.0,15,CALLE,MONROE,3 DE FEBRERO,Commune 13,-58.45531707,-34.55555257,MOTO,AUTO,100732.60222975,108177.68150062,BELGRANO - COLEGIALES - NUÃ‘EZ,Wednesday
2021-0089,CONDUCTOR,MASCULINO,41,2021-12-11,41 -60,1,2021-12-02,2.0,1,AVENIDA,GAONA AV.,,Commune 11,-58.47633683,-34.62140594,MOTO,AUTO,98804.4171389,100872.30706871,VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA,Thursday
2021-0090,PEATON,MASCULINO,73,2022-01-03,61 -80,1,2021-12-10,10.0,11,AVENIDA,9 DE JULIO AV.,LAVALLE,Commune 1,-58.38188582,-34.60256036,PEATON,PASAJEROS,107467.87595573,102960.02837514,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Friday
2021-0091,CONDUCTOR,MASCULINO,24,2021-12-11,25 -40,1,2021-12-11,11.0,23,CALLE,BAIGORRIA,"HUGO, VICTOR",Commune 10,-58.51989389,-34.62284918,MOTO,AUTO,94810.03686085,100710.80080255,FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL,Saturday
2021-0092,PEATON,FEMENINO,50,2021-12-12,41 -60,1,2021-12-12,12.0,6,AVENIDA,RIVADAVIA AV.,PUEYRREDON AV.,Commune 3,-58.4059686,-34.61011987,PEATON,AUTO,105258.35368554,102122.932314,BALVANERA - SAN CRISTOBAL,Sunday
2021-0093,PASAJERO_ACOMPAÑANTE,FEMENINO,18,2021-12-18,0 -24,1,2021-12-13,13.0,17,AVENIDA,RIESTRA AV.,MOM,Commune 7,-58.43353773,-34.64561636,MOTO,AUTO,102728.60090138,98186.24929177,FLORES - PARQUE CHACABUCO,Monday
2021-0094,PASAJERO_ACOMPAÑANTE,FEMENINO,43,2021-12-20,41 -60,1,2021-12-20,20.0,1,AUTOPISTA,"DELLEPIANE, LUIS, TTE. GRAL.",LACARRA AV.,Commune 9,-58.46739825,-34.65117757,MOTO,AUTO,99624.29795829,97569.69801131,LINIERS - MATADEROS - PARQUE AVELLANEDA,Monday
2021-0095,CONDUCTOR,MASCULINO,27,2022-01-02,25 -40,1,2021-12-30,30.0,0,AVENIDA,GAONA AV.,TERRADA,Commune 11,-58.47293407,-34.61984745,MOTO,CARGAS,99116.45492358,101045.23284826,VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA,Thursday
2021-0096,CONDUCTOR,MASCULINO,60,2021-12-20,61 -80,1,2021-12-15,15.0,10,AVENIDA,"PERON, EVA AV.",,Commune 9,-58.47066794,-34.65021673,AUTO,CARGAS,99324.54463985,97676.26932409,LINIERS - MATADEROS - PARQUE AVELLANEDA,Wednesday
