Id,Role,Gender,Age,Date of death,Age range,Num victims,Date,Day,Hr,Street Tipe,Street,Croos,Commune,Pos X,Pos Y,Victim,Accused,X coordinate,Y coordinate,Neighborhoods,Weekday
2018-0128,PASAJERO_ACOMPAÑANTE,MASCULINO,49,2018-11-25,41 -60,2,2018-11-25,25.0,4,GRAL PAZ,"PAZ, GRAL. AV.",,Commune 9,-58.52844623,-34.64592873,AUTO,PASAJEROS,94027.41355272,98150.01779732,LINIERS - MATADEROS - PARQUE AVELLANEDA,Sunday
2018-0128,PASAJERO_ACOMPAÑANTE,FEMENINO,39,2018-11-25,25 -40,2,2018-11-25,25.0,4,GRAL PAZ,"PAZ, GRAL. AV.",,Commune 9,-58.52844623,-34.64592873,AUTO,PASAJEROS,94027.41355272,98150.01779732,LINIERS - MATADEROS - PARQUE AVELLANEDA,Sunday
2018-0129,CONDUCTOR,MASCULINO,37,2018-11-30,25 -40,1,2018-11-28,28.0,4,AVENIDA,"NEWBERY, JORGE AV.",GUEVARA,Commune 15,-58.45021367,-34.58695347,MOTO,PASAJEROS,101200.556326,104694.2479865,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,Wednesday
2018-0130,CONDUCTOR,MASCULINO,0,2018-12-03,0 -24,1,2018-12-03,3.0,3,AVENIDA,GAONA AV.,SEGUROLA AV.,Commune 10,-58.49022072,-34.62770192,MOTO,PASAJEROS,97531.36286491,100173.6104911,FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL,Monday
2018-0131,CONDUCTOR,MASCULINO,29,2018-12-07,25 -40,1,2018-12-07,7.0,19,AVENIDA,"MADERO, EDUARDO AV.",,Commune 1,-58.36860866,-34.60106568,MOTO,CARGAS,108685.9089459,103124.78289557,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Friday
2018-0132,PEATON,MASCULINO,70,2018-12-12,61 -80,1,2018-12-12,12.0,8,AUTOPISTA,AUTOPISTA ARTURO ILLIA,"CASTILLO, RAMON S., PRES. AV.",Commune 2,-58.39490504,-34.57241534,PEATON,CARGAS,106275.90279188,106304.98623165,RECOLETA,Wednesday
2018-0133,PEATON,FEMENINO,60,2018-12-12,61 -80,1,2018-12-12,12.0,14,AVENIDA,NAZCA AV.,RIVADAVIA AV.,Commune 7,-58.46963952,-34.63070603,PEATON,CARGAS,99418.67591727,99840.67619219,FLORES - PARQUE CHACABUCO,Wednesday
2018-0134,PEATON,MASCULINO,56,2018-12-13,41 -60,1,2018-12-12,12.0,21,AVENIDA,LA PLATA AV.,CASEROS AV.,Commune 7,-58.42349365,-34.64019887,PEATON,MOTO,103649.67568294,98786.92074818,FLORES - PARQUE CHACABUCO,Wednesday
2018-0135,PEATON,MASCULINO,80,2018-12-22,80 -100,1,2018-12-18,18.0,14,AVENIDA,BELGRANO AV.,PERU,Commune 1,-58.37471802,-34.61265002,PEATON,PASAJEROS,108124.38297421,101840.19801704,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Tuesday
2018-0136,PEATON,FEMENINO,70,2018-12-18,61 -80,1,2018-12-18,18.0,15,AVENIDA,RIVADAVIA AV.,,Commune 7,-58.46438789,-34.62913916,PEATON,PASAJEROS,99900.22869225,100014.51595495,FLORES - PARQUE CHACABUCO,Tuesday
2018-0137,PASAJERO_ACOMPAÑANTE,MASCULINO,29,2018-12-19,25 -40,1,2018-12-18,18.0,20,CALLE,"ALSINA, ADOLFO",SANTIAGO DEL ESTERO,Commune 1,-58.38481975,-34.61100424,MOTO,PASAJEROS,107198.03031731,102023.53206745,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Tuesday
2018-0138,PASAJERO_ACOMPAÑANTE,FEMENINO,79,2018-12-21,61 -80,1,2018-12-21,21.0,9,CALLE,BERMUDEZ,,Commune 10,-58.50751833,-34.62073702,PASAJEROS,PASAJEROS,95944.83421152,100945.68379559,FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL,Friday
2018-0139,PASAJERO_ACOMPAÑANTE,MASCULINO,28,2018-12-24,25 -40,1,2018-12-22,22.0,6,CALLE,SANTANDER,,Commune 7,-58.44682986,-34.63888084,MOTO,MOTO,101510.09611838,98933.71958961,FLORES - PARQUE CHACABUCO,Saturday
2018-0140,CONDUCTOR,MASCULINO,78,2018-12-22,61 -80,1,2018-12-22,22.0,8,CALLE,LANTERI JULIETA,,Commune 1,-58.3600465,-34.61381341,AUTO,AUTO,109469.86887005,101709.8666596,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Saturday
2018-0141,PEATON,MASCULINO,75,2018-12-24,61 -80,1,2018-12-22,22.0,17,AVENIDA,MAZA,INDEPENDENCIA AV.,Commune 5,-58.41509546,-34.62085945,PEATON,MOTO,104420.68512694,100931.98574919,ALMAGRO - BOEDO,Saturday
2018-0142,PASAJERO_ACOMPAÑANTE,MASCULINO,32,2019-01-01,25 -40,1,2018-12-25,25.0,13,GRAL PAZ,"PAZ, GRAL. AV.",,Commune 12,-58.50997604,-34.57251072,CARGAS,PASAJEROS,95716.93710226,106295.47905158,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,Tuesday
2018-0143,CONDUCTOR,MASCULINO,22,2018-12-29,0 -24,1,2018-12-29,29.0,5,AVENIDA,OLIVERA AV.,"ALBERDI, JUAN BAUTISTA AV.",Commune 10,-58.48606475,-34.64047818,MOTO,AUTO,97912.79273192,98756.38729095,FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL,Saturday
2019-0001,CONDUCTOR,MASCULINO,25,2019-01-08,25 -40,1,2019-01-08,8.0,8,AVENIDA,"CASTILLO, RAMON S., PRES. AV.",CALLE 12 (NO OFICIAL),Commune 2,-58.38526125,-34.5780581,MOTO,CARGAS,107160.34141948,105678.38284277,RECOLETA,Tuesday
2019-0002,CONDUCTOR,MASCULINO,32,2019-01-09,25 -40,1,2019-01-09,9.0,4,AVENIDA,CASTAÑARES AV.,"MORENO, PERITO AV.",Commune 7,-58.45463662,-34.65082149,AUTO,CARGAS,100794.20933352,97609.18063839,FLORES - PARQUE CHACABUCO,Wednesday
2019-0003,CONDUCTOR,MASCULINO,23,2019-01-12,0 -24,1,2019-01-12,12.0,8,AVENIDA,SAN MARTIN AV.,TERRADA,Commune 15,-58.49121672,-34.59718073,MOTO,AUTO,97439.07314838,103559.40773606,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,Saturday
2019-0004,CONDUCTOR,MASCULINO,71,2019-01-14,61 -80,1,2019-01-14,14.0,19,AVENIDA,"PERON, EVA AV.",MEDINA,Commune 9,-58.47325712,-34.65284605,AUTO,PASAJEROS,99087.21233087,97384.56622913,LINIERS - MATADEROS - PARQUE AVELLANEDA,Monday
2019-0005,CONDUCTOR,MASCULINO,43,2019-01-19,41 -60,1,2019-01-19,19.0,12,AVENIDA,"JUSTO, JUAN B. AV.",ALVAREZ JONTE AV.,Commune 10,-58.52108101,-34.63382309,MOTO,CARGAS,94701.87719386,99493.36109269,FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL,Saturday
2019-0006,PEATON,FEMENINO,12,2019-01-23,0 -24,1,2019-01-23,23.0,5,AVENIDA,"OBLIGADO RAFAEL, AV.COSTANERA",,Commune 14,-58.41652702,-34.55509606,PEATON,AUTO,104292.73762877,108227.3790069,PALERMO,Wednesday
2019-0007,CONDUCTOR,MASCULINO,35,2019-01-26,25 -40,1,2019-01-26,26.0,19,CALLE,"MITRE, BARTOLOME",YATAY,Commune 5,-58.42891604,-34.6107166,MOTO,AUTO,103153.61467028,102057.67908768,ALMAGRO - BOEDO,Saturday
2019-0008,CONDUCTOR,MASCULINO,42,2019-01-31,41 -60,1,2019-01-30,30.0,22,GRAL PAZ,"PAZ, GRAL. AV.",,Commune 8,-58.47802293,-34.69156793,MOTO,MULTIPLE,98650.97430792,93088.91481914,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,Wednesday
2019-0009,CONDUCTOR,MASCULINO,34,2019-01-31,25 -40,1,2019-01-31,31.0,14,AVENIDA,CHACABUCO,SAN JUAN AV.,Commune 1,-58.37564821,-34.62200207,MOTO,AUTO,108038.17400278,100802.81492813,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Thursday
2019-0010,PEATON,MASCULINO,0,2019-02-02,0 -24,2,2019-02-02,2.0,7,AVENIDA,DEL LIBERTADOR AV.,,Commune 14,-58.42668489,-34.56961468,PEATON,AUTO,103359.87920798,106617.17056502,PALERMO,Saturday
2019-0010,PEATON,MASCULINO,59,2019-02-02,41 -60,2,2019-02-02,2.0,7,AVENIDA,DEL LIBERTADOR AV.,,Commune 14,-58.42668489,-34.56961468,PEATON,AUTO,103359.87920798,106617.17056502,PALERMO,Saturday
2019-0011,PEATON,MASCULINO,0,2019-02-10,0 -24,1,2019-02-10,10.0,1,GRAL PAZ,"PAZ, GRAL. AV.","ALBERDI, JUAN BAUTISTA AV.",Commune 9,-58.5183993,-34.66252488,PEATON,AUTO,94949.530515,96309.49139706,LINIERS - MATADEROS - PARQUE AVELLANEDA,Sunday
2019-0012,CONDUCTOR,MASCULINO,31,2019-02-20,25 -40,1,2019-02-17,17.0,3,AVENIDA,CASTAÑARES AV.,"GORDILLO, TIMOTEO",Commune 8,-58.48432691,-34.67665828,MOTO,AUTO,98072.98959434,94742.80804806,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,Sunday
2019-0013,PEATON,MASCULINO,39,2019-03-02,25 -40,1,2019-02-20,20.0,7,CALLE,SALVIGNY,MOM,Commune 7,-58.4338383,-34.64457699,PEATON,AUTO,102701.07793891,98301.55899449,FLORES - PARQUE CHACABUCO,Wednesday
2019-0014,CONDUCTOR,MASCULINO,69,2019-02-20,61 -80,1,2019-02-20,20.0,17,CALLE,"LAMARCA, EMILIO",,Commune 11,-58.51664939,-34.58657938,MOTO,OBJETO FIJO,95105.4222919,104734.4941629,VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA,Wednesday
2019-0015,CONDUCTOR,MASCULINO,21,2019-02-23,0 -24,1,2019-02-23,23.0,6,AVENIDA,SAN MARTIN AV.,,Commune 11,-58.49613012,-34.59703502,AUTO,OBJETO FIJO,96988.34526261,103575.43345979,VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA,Saturday
2019-0016,CONDUCTOR,MASCULINO,40,2019-02-24,41 -60,1,2019-02-24,24.0,2,CALLE,"CARRILLO, RAMON, DR.",FINOCHIETTO ENRIQUE DR.,Commune 4,-58.38313603,-34.63356284,MOTO,PASAJEROS,107350.48403234,99520.90259673,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,Sunday
2019-0017,CONDUCTOR,MASCULINO,22,2019-03-07,0 -24,1,2019-03-03,3.0,7,CALLE,MEXICO,PICHINCHA,Commune 3,-58.39914719,-34.61632317,AUTO,PASAJEROS,105883.57359899,101434.40486977,BALVANERA - SAN CRISTOBAL,Sunday
2019-0018,PEATON,FEMENINO,29,2019-03-03,25 -40,1,2019-03-03,3.0,23,AUTOPISTA,"CANTILO, INT.","UDAONDO, GUILLERMO AV.",Commune 13,-58.44927253,-34.54048625,PEATON,AUTO,101287.58627255,109848.96522762,BELGRANO - COLEGIALES - NUÃ‘EZ,Sunday
2019-0019,CONDUCTOR,MASCULINO,0,,0 -24,1,2019-03-06,6.0,12,AVENIDA,DEL LIBERTADOR AV.,,Commune 13,-58.45049163,-34.55374003,MOTO,AUTO,101175.50098927,108378.70762331,BELGRANO - COLEGIALES - NUÃ‘EZ,Wednesday
2019-0020,CONDUCTOR,MASCULINO,43,2019-03-07,41 -60,1,2019-03-07,7.0,21,AVENIDA,CHICLANA AV.,,Commune 5,-58.41288952,-34.63572989,MOTO,AUTO,104622.17042668,99282.25347815,ALMAGRO - BOEDO,Thursday
2019-0021,CONDUCTOR,MASCULINO,23,2019-03-16,0 -24,1,2019-03-15,15.0,22,AVENIDA,BOYACA AV.,YERBAL,Commune 7,-58.45743597,-34.62561234,MOTO,AUTO,100537.72694403,100405.74808196,FLORES - PARQUE CHACABUCO,Friday
2019-0022,PASAJERO_ACOMPAÑANTE,MASCULINO,0,2019-03-15,0 -24,1,2019-03-15,15.0,0,AVENIDA,ENTRE RIOS AV.,,Commune 1,-58.39123782,-34.62352245,AUTO,SD,106608.39392805,100635.27735528,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Friday
2019-0023,CONDUCTOR,MASCULINO,34,2019-03-16,25 -40,1,2019-03-16,16.0,8,GRAL PAZ,"PAZ, GRAL. AV.","JACQUES, AMADEO",Commune 9,-58.52922765,-34.63637963,AUTO,OBJETO FIJO,93955.07404645,99209.29091025,LINIERS - MATADEROS - PARQUE AVELLANEDA,Saturday
2019-0024,CONDUCTOR,MASCULINO,32,2019-03-19,25 -40,1,2019-03-19,19.0,7,AVENIDA,ANTARTIDA ARGENTINA AV.,,Commune 1,-58.37208118,-34.58541957,MOTO,CARGAS,108368.93688513,104860.74716674,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Tuesday
2019-0025,PEATON,MASCULINO,27,2019-04-04,25 -40,1,2019-03-22,22.0,13,CALLE,"MITRE, BARTOLOME",SANCHEZ DE BUSTAMANTE,Commune 5,-58.41458534,-34.60937557,PEATON,AUTO,104468.07400702,102205.91009215,ALMAGRO - BOEDO,Friday
2019-0026,PEATON,MASCULINO,0,2019-03-28,0 -24,1,2019-03-28,28.0,7,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.","PAZ, GRAL. AV.",Commune 8,-58.47976785,-34.69153196,PEATON,PASAJEROS,98491.08733048,93092.87943671,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,Thursday
2019-0027,CICLISTA,MASCULINO,37,2019-03-28,25 -40,1,2019-03-28,28.0,11,AVENIDA,SANTA FE AV.,AZCUENAGA,Commune 2,-58.39990285,-34.59511714,BICICLETA,MULTIPLE,105815.7343878,103786.90549585,RECOLETA,Thursday
2019-0028,PEATON,FEMENINO,0,2019-04-06,0 -24,1,2019-04-06,6.0,9,AVENIDA,"JUSTO, JUAN B. AV.","OROÑO, NICASIO",Commune 11,-58.46051346,-34.60588536,PEATON,PASAJEROS,100255.56175905,102594.1417992,VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA,Saturday
2019-0029,CONDUCTOR,MASCULINO,27,2019-04-07,25 -40,1,2019-04-07,7.0,10,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.","PAZ, GRAL. AV.",Commune 8,-58.47976785,-34.69153196,MOTO,OBJETO FIJO,98491.08733048,93092.87943671,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,Sunday
2019-0030,CONDUCTOR,MASCULINO,25,2019-04-09,25 -40,1,2019-04-09,9.0,16,CALLE,"ALVAREZ, DONATO, TTE. GRAL.",YERBAL,Commune 7,-58.45457546,-34.62447891,MOTO,CARGAS,100800.05107565,100531.46552448,FLORES - PARQUE CHACABUCO,Tuesday
2019-0031,CICLISTA,MASCULINO,20,2019-04-12,0 -24,1,2019-04-12,12.0,19,AVENIDA,CORDOBA AV.,"MADERO, EDUARDO AV.",Commune 1,-58.36951669,-34.59832047,BICICLETA,CARGAS,108602.89777103,103429.39485413,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Friday
2019-0032,PEATON,FEMENINO,83,2019-04-18,80 -100,1,2019-04-16,16.0,11,AVENIDA,CAMARONES,"ALVAREZ, DONATO, TTE. GRAL. AV.",Commune 11,-58.46415322,-34.6044379,PEATON,AUTO,99921.7076873,102754.71427746,VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA,Tuesday
2019-0033,CONDUCTOR,MASCULINO,25,2019-04-18,25 -40,1,2019-04-18,18.0,1,AUTOPISTA,AUTOPISTA 25 DE MAYO,"HUERGO, ING. AV.",Commune 1,-58.36607137,-34.62150748,MOTO,SD,108916.48040002,100856.88142642,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Thursday
2019-0034,CONDUCTOR,MASCULINO,0,2019-04-21,0 -24,1,2019-04-21,21.0,9,AVENIDA,"MORENO, PERITO AV.",,Commune 7,-58.45537373,-34.65093074,MOTO,OBJETO FIJO,100726.6340253,97597.06610219,FLORES - PARQUE CHACABUCO,Sunday
2019-0035,PEATON,FEMENINO,75,2019-04-23,61 -80,1,2019-04-23,23.0,14,CALLE,SUIPACHA,,Commune 1,-58.37942637,-34.60053054,PEATON,BICICLETA,107693.66022765,103185.01912141,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Tuesday
2019-0036,CONDUCTOR,MASCULINO,34,2019-05-02,25 -40,1,2019-04-26,26.0,22,CALLE,RIGLOS,FORMOSA,Commune 6,-58.4368044,-34.62147504,MOTO,AUTO,102429.80070706,100864.42075191,CABALLITO,Friday
2019-0037,CONDUCTOR,MASCULINO,17,2019-05-01,0 -24,1,2019-05-01,1.0,23,AVENIDA,LA RIOJA,INDEPENDENCIA AV.,Commune 3,-58.40778291,-34.61971907,MOTO,AUTO,105091.36704114,101058.15092586,BALVANERA - SAN CRISTOBAL,Wednesday
2019-0038,PEATON,FEMENINO,42,2019-05-05,41 -60,1,2019-05-04,4.0,14,AVENIDA,"UDAONDO, GUILLERMO AV.","FIGUEROA ALCORTA, PRES. AV.",Commune 13,-58.45212523,-34.54628513,PEATON,MOTO,101025.65409402,109205.71453455,BELGRANO - COLEGIALES - NUÃ‘EZ,Saturday
2019-0105,PEATON,FEMENINO,82,2019-05-08,80 -100,1,2019-05-05,5.0,11,AVENIDA,SANTO TOME,SEGUROLA AV.,Commune 10,-58.50512382,-34.61520391,PEATON,AUTO,96164.17004077,101559.58637156,FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL,Sunday
2019-0039,CONDUCTOR,MASCULINO,28,2019-05-09,25 -40,1,2019-05-09,9.0,3,AVENIDA,SAN PEDRITO AV.,DIRECTORIO AV.,Commune 7,-58.46749188,-34.63551751,MOTO,AUTO,99615.63172945,99306.93173343,FLORES - PARQUE CHACABUCO,Thursday
2019-0040,CONDUCTOR,MASCULINO,44,2019-05-15,41 -60,1,2019-05-09,9.0,12,CALLE,PUAN,SANTANDER,Commune 7,-58.4426358,-34.63679732,MOTO,SD,101894.68493124,99164.78448252,FLORES - PARQUE CHACABUCO,Thursday
2019-0041,PASAJERO_ACOMPAÑANTE,FEMENINO,78,2019-05-11,61 -80,1,2019-05-11,11.0,20,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",ANDALGALA,Commune 9,-58.51140289,-34.65846419,AUTO,MULTIPLE,95590.61347415,96760.29404728,LINIERS - MATADEROS - PARQUE AVELLANEDA,Saturday
2019-0042,PEATON,MASCULINO,39,2019-05-14,25 -40,1,2019-05-14,14.0,15,CALLE,LIMA,CONSTITUCION,Commune 1,-58.38211431,-34.62465368,PEATON,PASAJEROS,107444.95821447,100509.1546674,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Tuesday
2019-0043,CICLISTA,FEMENINO,0,2019-05-21,0 -24,1,2019-05-21,21.0,9,AVENIDA,CORDOBA AV.,"MADERO, EDUARDO AV.",Commune 1,-58.36951669,-34.59832047,BICICLETA,CARGAS,108602.89777103,103429.39485413,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Tuesday
2019-0044,PEATON,FEMENINO,77,2019-05-29,61 -80,1,2019-05-27,27.0,12,AVENIDA,BOEDO AV.,,Commune 5,-58.41635217,-34.62036547,PEATON,MOTO,104305.46011381,100986.83752228,ALMAGRO - BOEDO,Monday
2019-0045,CONDUCTOR,MASCULINO,33,2019-06-03,25 -40,1,2019-06-03,3.0,7,AVENIDA,DEL LIBERTADOR AV.,REPUBLICA DE LA INDIA,Commune 14,-58.41316147,-34.57579669,MOTO,CARGAS,104600.49945984,105930.85721602,PALERMO,Monday
2019-0046,PASAJERO_ACOMPAÑANTE,FEMENINO,26,2019-06-04,25 -40,1,2019-06-04,4.0,9,GRAL PAZ,"PAZ, GRAL. AV.",CABILDO AV.,Commune 13,-58.47617802,-34.53825652,MOTO,AUTO,98817.74986778,110096.31367495,BELGRANO - COLEGIALES - NUÃ‘EZ,Tuesday
2019-0047,PEATON,MASCULINO,76,2019-06-06,61 -80,1,2019-06-06,6.0,10,AVENIDA,CASEROS AV.,,Commune 4,-58.38641783,-34.63330028,PEATON,CARGAS,107049.58656184,99550.26208324,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,Thursday
2019-0048,CONDUCTOR,MASCULINO,32,2019-06-07,25 -40,1,2019-06-07,7.0,7,AVENIDA,AVELLANEDA AV.,,Commune 6,-58.45322169,-34.62038137,MOTO,CARGAS,100924.23883176,100986.0105174,CABALLITO,Friday
2019-0049,PEATON,FEMENINO,72,2019-06-09,61 -80,1,2019-06-08,8.0,9,CALLE,CIUDAD DE LA PAZ,MENDOZA,Commune 13,-58.45849057,-34.56166498,PEATON,CARGAS,100441.31384072,107499.63270409,BELGRANO - COLEGIALES - NUÃ‘EZ,Saturday
2019-0050,CONDUCTOR,MASCULINO,21,2019-06-09,0 -24,1,2019-06-08,8.0,23,AVENIDA,"SALGUERO, JERONIMO",HONDURAS AV.,Commune 14,-58.41829559,-34.59411677,MOTO,CARGAS,104128.51577643,103898.77571857,PALERMO,Saturday
2019-0051,CONDUCTOR,MASCULINO,41,2019-06-11,41 -60,1,2019-06-11,11.0,10,CALLE,"FILIBERTO, JUAN DE DIOS",OLAVARRIA,Commune 4,-58.36376488,-34.63832093,MOTO,AUTO,109126.17010339,98991.49558123,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,Tuesday
2019-0053,PASAJERO_ACOMPAÑANTE,MASCULINO,49,2019-06-14,41 -60,1,2019-06-14,14.0,17,AVENIDA,ASTURIAS AV.,CASTAÑARES AV.,Commune 8,-58.46442668,-34.66004784,AUTO,AUTO,99896.72991309,96585.690184,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,Friday
2019-0054,CONDUCTOR,MASCULINO,21,2019-06-20,0 -24,1,2019-06-20,20.0,3,CALLE,GANDARA,,Commune 15,-58.48222035,-34.58428769,MOTO,OBJETO FIJO,98264.06251394,104989.86881414,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,Thursday
2019-0055,CONDUCTOR,MASCULINO,47,2019-06-21,41 -60,1,2019-06-20,20.0,19,AVENIDA,"GUEVARA, TRINIDAD","MADERO, EDUARDO AV.",Commune 1,-58.36819005,-34.60283208,MOTO,PASAJEROS,108724.12468316,102928.79394095,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Thursday
2019-0056,PEATON,FEMENINO,75,2019-06-29,61 -80,1,2019-06-29,29.0,17,AVENIDA,BOYACA AV.,,Commune 7,-58.45877601,-34.62330939,PEATON,AUTO,100414.85185956,100661.22751226,FLORES - PARQUE CHACABUCO,Saturday
2019-0057,PEATON,FEMENINO,63,2019-07-08,61 -80,1,2019-07-05,5.0,19,CALLE,ARTILLEROS,LA PAMPA,Commune 13,-58.44196498,-34.55760517,PEATON,AUTO,101957.99726887,107949.81115534,BELGRANO - COLEGIALES - NUÃ‘EZ,Friday
2019-0058,CONDUCTOR,MASCULINO,39,2019-07-10,25 -40,1,2019-07-10,10.0,9,AUTOPISTA,AUTOPISTA PERITO MORENO,,Commune 10,-58.50622631,-34.63627822,MOTO,PASAJEROS,96064.06591151,99221.69236283,FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL,Wednesday
2019-0059,CONDUCTOR,MASCULINO,30,2019-07-13,25 -40,1,2019-07-13,13.0,22,CALLE,15 DE NOVIEMBRE DE 1889,SANTIAGO DEL ESTERO,Commune 1,-58.3841088,-34.63099197,MOTO,PASAJEROS,107261.50953067,99806.16899068,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Saturday
2019-0060,PEATON,FEMENINO,78,2019-07-17,61 -80,1,2019-07-17,17.0,11,AVENIDA,"ACOSTA, MARIANO AV.","FALCON, RAMON L.,CNEL.",Commune 10,-58.48100602,-34.63504312,PEATON,AUTO,98376.49615363,99359.41534876,FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL,Wednesday
2019-0061,PEATON,FEMENINO,58,2019-07-17,41 -60,1,2019-07-17,17.0,18,CALLE,11 DE SEPTIEMBRE DE 1888,MENDOZA,Commune 13,-58.45200171,-34.5578132,PEATON,PASAJEROS,101036.85652575,107926.87651681,BELGRANO - COLEGIALES - NUÃ‘EZ,Wednesday
2019-0062,PEATON,FEMENINO,60,2019-08-02,61 -80,1,2019-08-01,1.0,23,AVENIDA,"PINO, VIRREY DEL","CAMPOS, LUIS M. AV.",Commune 13,-58.44462132,-34.56201105,PEATON,PASAJEROS,101714.11981913,107461.10208167,BELGRANO - COLEGIALES - NUÃ‘EZ,Thursday
2019-0063,PASAJERO_ACOMPAÑANTE,MASCULINO,0,2019-08-04,0 -24,1,2019-08-04,4.0,1,AVENIDA,FOREST AV.,MAURE,Commune 15,-58.45220688,-34.58711712,MOTO,PASAJEROS,101017.68913992,104676.11449993,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,Sunday
2019-0064,CONDUCTOR,MASCULINO,20,2019-08-06,0 -24,1,2019-08-06,6.0,3,AVENIDA,BOYACA AV.,AVELLANEDA AV.,Commune 7,-58.4596221,-34.6224514,MOTO,AUTO,100337.26455822,100756.41076314,FLORES - PARQUE CHACABUCO,Tuesday
2019-0065,PEATON,FEMENINO,55,2019-08-09,41 -60,1,2019-08-08,8.0,16,CALLE,BARCO CENTENERA DEL,TILCARA,Commune 4,-58.4197085,-34.65414867,PEATON,PASAJEROS,103996.06089673,97239.27066069,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,Thursday
2019-0066,PEATON,MASCULINO,40,2019-08-11,41 -60,1,2019-08-11,11.0,21,AVENIDA,RIESTRA AV.,BOLIVAR (NO OFICIAL),Commune 7,-58.44187596,-34.64938031,PEATON,AUTO,101964.06573044,97768.88820027,FLORES - PARQUE CHACABUCO,Sunday
2019-0067,CONDUCTOR,MASCULINO,35,2019-08-14,25 -40,1,2019-08-14,14.0,15,CALLE,"CASTRO, EMILIO",,Commune 10,-58.49101637,-34.64276621,MOTO,CARGAS,97458.87181153,98502.45008355,FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL,Wednesday
